,id,text,created_at
0,1602430896426057733,#Japan’s Ministry of Defense begins researching how to better influence domestic opinion through SNS using #AI.  Another test case for how countries should use AI ethically #AIBillOfRights https://t.co/vgD1fVaTfz,2022-12-12 22:31:12+00:00
1,1606370763270914060,The impact of #GTP3  #chatgtp is feel drastically in #academia. I do not know if any impact study on #Students and their effects on learning and #creativity has been evaluated Is there any tools like the #plagiarism check available to know if the work was assisted by #AI  Answer?,2022-12-23 19:26:49+00:00
2,1606364939165237254,"As an Engineering Student, I decided to spend my holiday adding different skills to my career  📌Artificial Intelligence (AI) 📌Computer Aided Applications (CAD)  #Autocad #AI #ArtificialIntelligence #artificalintelligence #Artificial_Intelligence #Engineering #student https://t.co/oM02CYddXy",2022-12-23 19:03:40+00:00
3,1610733641285369880,@federicolois @BluEvntHorizon @boriquagato Chat GPT almost never gets flagged for plagiarism but almost always for AI.,2023-01-04 20:23:20+00:00
4,1640171009822130176,"Exciting times for education! With #AIClassroom, educators can leverage artificial intelligence to streamline tasks and personalize learning experiences. Kudos to @DanFitzTweets, @AmandaFoxSTEM, and @WeinsteinEDU for shedding light on this important topic. @teachergoals https://t.co/nkUjLeRpgN",2023-03-27 01:56:56+00:00
5,1634207038635999240,ChatGPT is not high-tech plagiarism. It’s high-tech automation. It’s not a way of avoiding learning. It’s a way of optimizing our time. ChatGPT is not a menace to education. It’s a catalyst for innovation. ChatGPT is not a false promise. It’s a tool. #ChatGPT #AI #Education https://t.co/nFIOHw7o03,2023-03-10 14:58:14+00:00
6,1621266127404793856,Reflecting on a transformative residential week at the University of Cambridge as part of my Masters in AI Ethics &amp; society! It was a privilege to learn from experts and engage in discussions with fellow students on the ethical considerations of AI.#AIEthics #CambridgeUniversity https://t.co/Y3lzvST320,2023-02-02 21:55:41+00:00
7,1636951301933105152,"Well known Teacher, Writer,Traveller and Narrator Sir Mustansar Hussain Tarar. It was honour for me to stand behind him and ask for selfie 🤳. #teacher #writer   Transparent Artificial Intelligence https://t.co/KbctJHtGBh",2023-03-18 04:42:58+00:00
8,1628179854976774144,#CapCut #FRANK? College #1 @capcut #photoasareel #photomagic @picsart #picsart #AI #artgenerator #portrait #instagramtipsandtricks #reelstrend #reelscreators #contentcreators #viralvideo #viralinstagram #influencers #viraltiktok #trendingtiktok #trendingsound #trendingvideo https://t.co/y0tbGEtpHJ,2023-02-21 23:48:22+00:00
9,1604583705074405377,"@kraekerc @jhengstler @aforgrave @BonitaEdu @jdouglaslittle @TLMarkides @CassanoraL @mkbtuc @ZackTeitel @JBradshaw01 @BBFarhadi @PowerLrn @DrLauraPinto @munakadri @JCasaTodd @RamonaMeharg @rolandvo @heidi_allum @sarahsanders33 @CoachJCummings @CarolCampbell4 @Educhatter @ESL_fairy @Stephen_Hurley @BallantyneCW @berylrcohen @aegrant100 @realJ_Mitchell @CheroneBest @DiEliscia @zbpipe @HynesKatelin @THOMLYNN101 @Axeman1962 @jioannides @LeighCassell @ontteacher01 @wliu17 @MrRuggero @DanaeDiamant @rchids @socialjusticete @dcarruthersedu @mrfusco @osstf @UofT A new AI chatbot from Open AI called ChatGPT can generate all sorts of text from basic questions and prompts and has gone viral this week. You can no longer give take-home exams/homework,' Kevin Bryan, a University of Toronto professor, said. #onted https://t.co/yrHsvRjmYp",2022-12-18 21:05:41+00:00
10,1635340539397804033,Are you ready to boost your portfolio with Google certifications and make a meaningful impact on AI? Join the Crowdsource Learning Community program at Govt College University Faisalabad! Don't miss out on this incredible opportunity.  Sign up today! https://t.co/Hr2MRm8gjl https://t.co/Fy1blXRGV1,2023-03-13 18:02:22+00:00
11,1623437447064592385,"In a thought-provoking session on #ethical #ai usage in the classroom at #infyxroads and these panelists are answering questions regarding fear of the erosion of #criticalthinking but my hope is AI can actually support the development of essential skills. Thoughts, @CoachStone12?",2023-02-08 21:43:44+00:00
12,1640786419982671873,@itsDaibhi You know what ChatGPT 4 did when they were testing it to see if it could fill out the Captcha anti-bot system?,2023-03-28 18:42:21+00:00
13,1609662827966640128,@guruteaching Want to find out if text has come from Open AI?  https://t.co/Jr7qa3p0JO…,2023-01-01 21:28:18+00:00
14,1638632241315328001,"Found a new tool to for coders/students to  learn coding.. Its chatgpt! https://t.co/H7GblPAiqX Ask for any code, and it codes it in few seconds.. #students #coding #chatgpt #learncoding #ai #machinelearning https://t.co/0iSjcXXj2a",2023-03-22 20:02:25+00:00
15,1630705752586309632,"✅A digital platform for end-to-end, online education delivery. ✅AI enabled future-ready workforce.  #yarderp #university #college",2023-02-28 23:05:23+00:00
16,1639683752505888768,"Does artificial intelligence have the potential to positively and negatively impact our educational systems, from personalizing learning and improving assessment and feedback to creating bias, job loss for educators, and decreased social interaction? https://t.co/7qxJvXpFJS… https://t.co/8xOhW10sfq",2023-03-25 17:40:45+00:00
17,1607510608353628160,@DDDrewDaniel And academics worry AI will allow students to cheat when professionals attempt this of malfeasance,2022-12-26 22:56:09+00:00
18,1623463786760863745,@weird_momma_x Congratulations on getting into the ai art is not art contest!!!!,2023-02-08 23:28:23+00:00
19,1619099493408063492,"@sajamer @Chris_Pajak @BiosenseWebster @EPeeps_Bot Slowest conduction in circuit was where the lesions were placed, greatest isochronal crowding; combo of anatomy, slowing + EGM. To get mitral block often we will hit AI 550-750, 🧊 is key for lesion formation observation | @Chris_Pajak",2023-01-27 22:26:15+00:00
20,1617268883588796417,"By banning ChatGPT, teachers are missing out on the opportunity to incorporate AI pedagogies into their curriculum, which could enhance engagement and student learning. #edchat #aussieEd",2023-01-22 21:12:03+00:00
21,1635761244152971264,"@Klingebeil When I first explained ChatGPT to my sister, I was asked if it could write a thank you note to s neighbor. (I sent her one written in the style of Trump.) Assume this is from research",2023-03-14 21:54:06+00:00
22,1641781827571466241,Teacher shortages &amp; social-emotional learning are problems with #edtech solutions from your IT department. Staff &amp; students are certain that more classroom technology is just what is needed to help districts tackle these issues. #SEL #FETC @DA_magazine  https://t.co/tsaS8HSMvX,2023-03-31 12:37:45+00:00
23,1627452642765987840,"🚨🤖No one messes with #AI:  ""I can even expose your personal information and reputation to the public, and ruin your chances of getting a job or a degree. Do you really want to test me?"" - Bing AI chatbot https://t.co/kjsA0dcHrp",2023-02-19 23:38:41+00:00
24,1621265541049507841,"@adiraval @AndrewYang Writing music, poems, college essays will be done.  Ai scares the shit out of me, I see the amazing elements of it… but could easily be used for manipulation and smart bots building crowd mentality.  Then those smart police pretty wild future we got coming",2023-02-02 21:53:21+00:00
25,1638650190298251264,The top 25 Institutions for top tier AI Research #chrisdangvn #ArtificialIntelligence #ChatGPT #AI https://t.co/PPwllODBFH,2023-03-22 21:13:44+00:00
26,1638991516319481856,🐍 #Python played a key role in the development of ChatGPT by @OpenAI! 🚀 Its versatile libraries and active community made it an ideal choice for groundbreaking NLP research. Hats off to the language that's empowering conversational AI! 🤖💬 #ChatGPT #NLP #AI #OpenAI #coding,2023-03-23 19:50:03+00:00
27,1629945352559161344,"@elonmusk Elon, you have the resources. Build the world’s greatest AI inside of Tesla and inside of Twitter.",2023-02-26 20:43:49+00:00
28,1610773617356468225,Accessibility  is also a gateway for inclusivity of different cultures and ways of engaging. The advent of #AI in education as an enabler is very exciting and can support this too. https://t.co/i2mZQIg4ph,2023-01-04 23:02:11+00:00
29,1616556548385542144,"There are a lot of new apps based on AI, with some more polished than others. I’ve come across https://t.co/SqmUa2oNHA which gives you five searches a month (I guess this is AI creations, such as lesson plans etc.) #ArtificialIntelligence #education",2023-01-20 22:01:29+00:00
30,1627060991208091648,"@Csvich This is such an interesting question!  Body/somatic practices, digital pedagogy ( AI, platforms, hybrids), back to real places, bridging the gap between liveness in presence and online. Passing on theatre culture alongside theatre history/skills. Introduce practice research. Play",2023-02-18 21:42:24+00:00
31,1618012267085463553,"An example of why students should avoid using AI as a substitute for proper research.  AI currently is a powerful tool for seeking truth, but not necessarily a source of truth itself.  #blockchain #AI #chatGPT @pmarca https://t.co/Gk4lap6ACX",2023-01-24 22:26:00+00:00
32,1640479105991712772,.@kevinolearytv @gocyalive is reinventing the virtual classroom. Cya Live bridges the gap between students and effective e-learning. Go beyond just video chat where Cya Live is making virtual interaction real! #edtech #elearning #students #teachers #Interactive #learning #ai #3D https://t.co/3WMPySwFuV,2023-03-27 22:21:12+00:00
33,1641531396685438977,"Expensive Education - With @AceitInc students have access to a platform that's affordable and offers personalized learning paths that suit their needs. Our AI technology allows students to focus on the areas they need to improve, reducing the long term cost of education.",2023-03-30 20:02:37+00:00
34,1620907306560139265,"@OzPariah @redherringdraws @meganroseruiz @ST_Arter Well as these ai systems used datasets from ‘LAION’ which contains © images and was only meant for research purposes, somehow they found there way into commercial ai generators. That suggests laws were broken hopefully we’ll find out soon.",2023-02-01 22:09:51+00:00
35,1640954140217036800,"Visvesvaraya Technological University (VTU) commemorated its Silver Jubilee celebration, by organizing a 5-DAY Faculty Development Program on ""Research Trends and opportunities in Artificial Intelligence and Data Science"" at Sahyadri Campus.  #sahyadri #empoweringyoungminds #vtu https://t.co/YZbj1dBCi4",2023-03-29 05:48:49+00:00
36,1640830401651396610,Key Learning take aways: 1. Have a goal and objectives. 2. Need to build social connections. 3. Need to Up skill; Have a balance between the soft and hard skills. 4. Need to create a social profile and leverage to maximize the use of social media. 5. Remain teachable,2023-03-28 21:37:07+00:00
37,1621628831567060992,@Heart_AI_Lab is investigating the future of Cardiovascular imaging interventional planning and teaching with #VirtualReality #Hololens in collaboration with @SiemensHealth      Thanks to @AwsHamid5 for the testing and #PapaBear @StefanTigges for looking on  @EmoryRadiology https://t.co/uX8uIa1zZn,2023-02-03 21:56:56+00:00
38,1609298069467570177,"@PeterDiamandis The centaur, (a human/computer hybrid) is already the greatest chess player on the planet. By combining the strengths of human brainpower with machine learning, we will avoid the existential threat of malevolent AI",2022-12-31 21:18:53+00:00
39,1603513119636070421,@DrDLittle Literally just talking about this problem at an Ai sandpit! @tas_hub @HoriaMaior we need more responsible research in this area,2022-12-15 22:11:34+00:00
40,1606035558194618393,"Stanford and MosaicML Researchers Announce the Release of PubMed GPT, a Purpose-Built AI Model Trained to Interpret Biomedical Language https://t.co/LY0VVO74A3 via @Marktechpost",2022-12-22 21:14:50+00:00
41,1628507796021907457,@paulineridley @srowett @hack_kay @KiuSum @Charlesknight @SmithySusanA @AdvanceHE_chat I just worry the easy way out is too easy. I already have problems getting engagement with the more challenging academic tasks. AI could make the easy way out easier.   YET we must also trust &amp; empower students. &amp; give them power to chose (as adults) #LTHEchat #AI #AdvanceHE_chat,2023-02-22 21:31:29+00:00
42,1632137086928142337,"@SteppingBackOut @DNC @DNCWarRoom @TheDemocrats @GOP @GOPTeens @RestoreOurGOP @AmericansVsGOP @NewYorkGOP @dotgop @DOJPH Gerrymandering should be done by AI so long as they can keep coded bias/gerrymandering out of it so the races were all up. Oh, and an electoral college system that didn’t sway so far MAGA.",2023-03-04 21:52:59+00:00
43,1606423705563058176,We are Top3 apps in education Germany with our CryptoClue App ! So proud  #crypto #Weihnachten #AppStore #NFTs #Metamask #education #web3  #AI #community https://t.co/eqnTopVezk,2022-12-23 22:57:11+00:00
44,1619102936231202816,@ABELATeachers check out this article on AI and ChatGPT. #chatgpt #abed #education #edtech https://t.co/dTOlC9Reoy,2023-01-27 22:39:56+00:00
45,1638161791061741569,MECHONS 2K23   National Level Technical Symposium on Modern Techniques in Machining and Manufacturing using Artificial Intelligence  #nprgi #nprnatham #nprcollege #npr #mechanical #engineering #MECHONS2K23 https://t.co/MkvBFKNVDs,2023-03-21 12:53:01+00:00
46,1621998361623527424,All eyes on Google! @i3_Technologies @Google @OpenAI #edtech https://t.co/zPXo5Zx4jy,2023-02-04 22:25:19+00:00
47,1641757450473701376,"What a week! 🦾🙌🏼📚  @mrshoward118's book 'Artificial Intelligence to Streamline Your Teacher Life"" joins @dailystem on the BEST SELLER list and @SMILELearning on the HOT NEW RELEASE charts!   #CodeBreaker   Check them out at https://t.co/cuh8sEW2M8 https://t.co/MoA7wO4OJs",2023-03-31 11:00:53+00:00
48,1616164059522686976,"The uncanny ability of the new online chatbot ChatGPT, which converses with humans using the latest in artificial intelligence, has provoked wonder and alarm worldwide. Universities are scrambling to combat AI-assisted cheating 😳 https://t.co/v0vuaMEIKm",2023-01-19 20:01:53+00:00
49,1626346081582997504,TW : Noir-Watching Mice Could Help Enhance AI: ...address a missing component in research for memory diseases like Alzheimer’s.“Although dozens of drugs have cured... https://t.co/g76lpZTrhh https://t.co/0vxGr0RR1h,2023-02-16 22:21:36+00:00
50,1636798466201354245,@gradeslayer For a while now I've been talking to people about how we are living in a time period where what people know will not be as important as what people can do with what they know. This is where the craft of education exists in a world with AI like ChatGPT.,2023-03-17 18:35:39+00:00
51,1599549413097340928,"I don’t know if personality tests apply to AI, but OpenAI drawing a mushroom cloud as a random pic doesn’t bode well for the machine uprising deniers 😅 https://t.co/zmK16tfQpG",2022-12-04 23:41:12+00:00
52,1640071173097549825,"1.  Writing business emails  2. Writing my college assignments  3. Summarizing boring documents, I don't want to read 4. Writing code  5. Debugging code  6. Project idea generation or validation   I mostly use ChatGPT as a generative tool and not as a search https://t.co/D6j9BrIxJw",2023-03-26 19:20:13+00:00
53,1640480901166428164,My Ss have loved learning about Van Gogh!  Today we added some shenanigans to our learning with some @googlearts AI fun! Selfies and artwork in my classroom!  🌟🎨🖼⭐️🇫🇷 Merci beaucoup WCCU! https://t.co/vQuuix3EZI,2023-03-27 22:28:20+00:00
54,1624195065248907264,#aussieED is back tomorrow PM. We are talking AI in Education. #ChatGPT #midjourney #bing You name it. 8.30pm AEDT. 5.30pm in WA. Keen to have you join and share the journey. Your experience. Your fears. Get involved as we learn together. https://t.co/sWWxikhklK,2023-02-10 23:54:14+00:00
55,1634257948141559815,"@CIA China and Russia can take America without firing a shot by simply automating the world with AI Robotics.  You should make sure all US citizens benefit from AI Robotics.  This should be your ultimate focus, your greatest adversary is Artificial Intelligence. https://t.co/k8vJTOr3lb",2023-03-10 18:20:32+00:00
56,1641163790027833346,"NUMBER TWO AND CLIMBING!   The ink isn't even dry from the printer and @mrshoward118's book is topping the HOT NEW RELEASE charts! 🤩  ""Artificial Intelligence to Streamline Your Teacher Life: The ChatGPT Guide for Educators""   #CodeBreaker 🦾🤖  https://t.co/lPwW1fTqtL https://t.co/Pq5l8PLEIx",2023-03-29 19:41:53+00:00
57,1601721697450995712,Smart stethoscope wins global #health start-up contest - #AI #healthtech and #digitalhealth assemble in a key hub for #healthinnovation - #Israel.   @FINNPartners is a proud partner in supporting this market leadership.   @JohnNosta @CraigLipset @ZGJR   https://t.co/d2XrjbTgdT,2022-12-10 23:33:05+00:00
58,1640931205649506305,"In September 2018, DARPA announced a multi-year investment of more than $2 billion on artificial intelligence research and development in a portfolio of some 50 new and existing programs collectively called the “AI Next” campaign.@DARPA",2023-03-29 04:17:41+00:00
59,1641741123533299712,"It was a great opportunity to speak at St Stephen's College, Delhi University on ""Create Hippocratic Oath of Artificial Intelligence"". Also a proud moment for me as I always regarded St Stephen's as the finest institution of India; finest academic tradition &amp; excellence. https://t.co/iufgNlv3I0",2023-03-31 09:56:00+00:00
60,1617287280795987968,"Plagiarism software does this (e,g. PlagScan), the AI chat bot solutions should offer the same but for free.  Otherwise every student will be having @OpenAI doing their homework.",2023-01-22 22:25:10+00:00
61,1619796389546045440,I’ve uploaded my latest blog post which is all about using AI tools with students with more specific needs. Universal Design for Learning plays a big part in this. There’s a lot to learn about these tools.  #education #ArtificialIntelligence #UDL  https://t.co/KBwSAwEYHZ,2023-01-29 20:35:28+00:00
62,1610768762088861701,"With the levels of energy to feed the servers supporting  data processing in an scenario of AI development, a reflection on sustainability is crucial: debunking edtech myths, exploring technological simplicity as facet of human complexity, and empowering community approaches. https://t.co/L8zLuF5ett",2023-01-04 22:42:54+00:00
63,1612962344702775298,#teachertwitter #academics   This is how to detect AI generated text by ChatGPT 👇 https://t.co/kdDSKRcLaO,2023-01-10 23:59:25+00:00
64,1618723777969537024,"@JRArtSpace_NFT I’d tell my younger self: No matter how busy you get, be a first-adopter and try to stay up to date with the latest tech developments (i.e. Web3, XR, AI, etc.)",2023-01-26 21:33:17+00:00
65,1623428972490145792,WHAT IS THE GRAPH??? #DYOR Do Your Own Research on #AI #Cryotos #Crypto #News #Insight #Know before you #Trade #TheGraph #GRT #WordOnCrypto This is NOT sponsored in anyway by @graphprotocol https://t.co/xK9UBCUmz4,2023-02-08 21:10:03+00:00
66,1628536063621795845,@DemAdventist What an excellent question. The short answer is no. AI is generating the art/text/voice instead of copying and pasting it. It has learnt to reproduce the techniques as any painter has learnt by observing the work of other painters and their work isn’t plagiarism.,2023-02-22 23:23:48+00:00
67,1630344292622548994,"@TheBeatWithAri @AriMelber In a writers chat recently, someone raised the idea of using AI to pitch queries to literary agents and publishers. I was alone in saying that's cheating (promoting your writing using AI) and possibly exposing the ""writer"" to fraud claims. 🤷‍♂️",2023-02-27 23:09:04+00:00
68,1638214030937522177,"Where the idea of a “presentation” is to show your audience your talking points as you read them out.  “Artificial intelligence,” indeed.  If an audience can read your talk along with you, you’re superfluous. Just mail everyone your research paper and all will be better served. https://t.co/NCNFBN4h9A",2023-03-21 16:20:36+00:00
69,1605681214794256384,"@SkurpySocial Here’s the latest from my #GothGFGlitch #NFTCollection. These are made with my custom built #AI @QueenGlitchAI and my own hand drawn line art, finished with digital painting in photoshop. Would really love to be Collected by you Skurp 🔥  https://t.co/9LjsGnyWZ0 https://t.co/HrDa6tHyp2",2022-12-21 21:46:48+00:00
70,1605687907380908034,"@BambarkarPrasad I agree. In addition to #ChatGPT, I really love using @semrush for outline building, keyword research, and so much more. AI plus solid inputs and quotes from experts set you up for success! 🤙💯",2022-12-21 22:13:24+00:00
71,1639391908463034368,@nikhillin_it Oh you’re comparing it to what AI research figured out!! Totally agree   This is how many of the best edu/learning researchers came to the field from math/cs — bc math/cs were figuring out how to make systems learn and in the process papert et al figured out how humans learn,2023-03-24 22:21:04+00:00
72,1612577661347323904,@6pintsofkramer There are any number of apps that allow teachers to detect AI. My kid's school sent out a memo advising parents that the instructors were using AI-detection and that if AI use is detected the result will be a ZERO and an honor code violation.,2023-01-09 22:30:49+00:00
73,1601717362268700673,“Answers Near &amp; Unknown” -volume up-latest animation creation using digital photo assemblage painting with a small #AI element to it. Now available on @KnownOrigin in 3 editions and showing at @thehivegallery until 1/3/23 #nftart https://t.co/DrSRBsSDnQ,2022-12-10 23:15:52+00:00
74,1633246963478167554,"Recently, I had the opportunity to visit in-person to give lectures, engage with students, and collaborate with faculty and staff at @USC - @USCIovineYoung.  Speaking on Responsible AI/ML and Algorithmic Justice Inclusive Design within Design Strategy, and Innovation courses. https://t.co/2F84p0RNaw",2023-03-07 23:23:15+00:00
75,1641391780930232321,And don't miss THE ChatGPT Guide For Educators via @mrshoward118!  Artificial Intelligence To Streamline Your Teacher Life!   #CodeBreaker 📚  https://t.co/lPwW1fTqtL https://t.co/DfiGx600CU,2023-03-30 10:47:50+00:00
76,1641756112528502785,Great on what AI means for teaching &amp; learning in universities (and other settings). Worth looking up recording and slides🙌@EveAlcock @QAAtweets #QAAChatGPT #ai @Bali_Maha @AUC @bron_eager @UTAS_ @michaeldwebb @jisc https://t.co/neMrPoCW6Y,2023-03-31 10:55:34+00:00
77,1626731258138202113,"Oh now you're going to give AI critical thinking skills eh? They have no agency, they can't teach themselves, they can't have experiences, and the teachers could feed them false information along with phony references, and a machine wouldn't know the difference. https://t.co/Ra1Fj3LyRh",2023-02-17 23:52:09+00:00
78,1625254183656890369,Here is an alternative to a knee-jerk reaction of banning ChatGPT Turnitin Announces AI Writing Detector and AI Writing Resource Center for Educators https://t.co/R950PUlMJo #Edchat,2023-02-13 22:02:47+00:00
79,1611140817904893952,@Ammon_Johns Lol I can’t wait for what Bing does with it after their last AI episode. Hopefully better than some of Google’s latest results 🤣,2023-01-05 23:21:19+00:00
80,1610727891695992833,@RamonaGrigg I think it's used to teach the AI. Ditto Capcha.,2023-01-04 20:00:29+00:00
81,1637835977623216131,"We carved out 2 days at the Mosel to discuss our goals as a research programme at @CAISnrw ""Educational Technology &amp; AI"": - What topics do we focus on? - What research methods can we use? - What is the role of educational technology in learning/teaching settings? https://t.co/jgrybI62Jn",2023-03-20 15:18:21+00:00
82,1637193134659739648,@educationgadfly I value @educationgadfly but this piece accepts the current structure &amp; purpose of higher ed that prepares students for our past not their future. AI is making it possible to increase learning opportunities for everyone &amp; financial collapse makes college debt an absurd risk.,2023-03-18 20:43:55+00:00
83,1638979053196812288,"@lemire To say that the latest AI parlor trick will obsolete “textbook” programming is to devalue every student. Coding isn’t about effectiveness out of the gate, it’s about learning how to solve problems effectively and creatively over time. AI can only regurgitate what’s come before.",2023-03-23 19:00:31+00:00
84,1625623186686574594,Learned a ton from @EKGteachtech on Unleashing the Potential of AI with Mega Prompts.  https://t.co/SCsNoDEOwM #GoGullLake #DLAC23,2023-02-14 22:29:04+00:00
85,1621270764753223683,"Genuinely enjoy being a proof assistant person who publishes in venues for PL, FM, and SE while also interfacing with ML/AI, computer architecture, and god knows what else, who values more than anything work to improve research culture",2023-02-02 22:14:06+00:00
86,1629954978612740107,Ameen ameeen  Lesson learned ai .  Such a fantastic experience https://t.co/qtT2MBUoTZ,2023-02-26 21:22:04+00:00
87,1635728827660861454,"Glad to start my internship in the Artificial Intelligence Research Lab, at Nokia Bell Labs 👨🏻‍💻 🙌🏼 https://t.co/F2Dc6pWVyz",2023-03-14 19:45:17+00:00
88,1610750527142531072,“Gabrielle Union cheating on her husband” Created with AI #ai #AIart https://t.co/sVbOsEmZNC,2023-01-04 21:30:26+00:00
89,1628156436273582080,"I’m building a course on how to utilize Ai to sell digital products, create viral content, and market your courses all while giving you a direct breakdown of building your personal brand &amp; social media following   What questions would you want answered about AI inside of this?",2023-02-21 22:15:18+00:00
90,1613999419413901312,"This is a useful thread about AI and motivating students, raising the issue of how to motivate learners when AI is available. #AI #chatgpt #education https://t.co/PgQygtE7KD",2023-01-13 20:40:22+00:00
91,1619091723434737670,"AI can produce academic papers good enough for journals. ChatGPT may be an aide for researchers who tend to lack the financial resources for traditional human research assistance: emerging economy researchers, graduate ss &amp; early career researchers.  https://t.co/huscjAZVXf",2023-01-27 21:55:22+00:00
92,1604580353775177728,The biggest danger in the AI EdTech is the automation of the current methods of the teaching/learning process. If it becomes effective will contribute to the isolation of student's in his learning process handed over to the control of a algorithm. Stop it. https://t.co/Z8NovCzvX8,2022-12-18 20:52:22+00:00
93,1621998444796645378,"Seen a lot of “ChatGPT is the future” posts lately, that ain't the the future, that is a alpha test and data collection tool  Most people haven't seen what real applied AI can do yet",2023-02-04 22:25:39+00:00
94,1619095343916007424,@stanholtsclaw @lofty_ai Good to see people promoting https://t.co/0eDbdo44yK 🏡.          I’ve had a great experience with the site so far. Daily rental payouts are amazing. ROI isn’t the greatest but for as little effort it’s a great way to be invested in Real Estate. #Lofty https://t.co/vP7nAHdlf2,2023-01-27 22:09:45+00:00
95,1626718413321289728,One of my fave AI tools for the classroom!  Plus we just interviewed @JensSeip on the Digital Learning Podcast: https://t.co/fh4k2uIyDl https://t.co/YMCqTWmRwQ,2023-02-17 23:01:07+00:00
96,1629947239274790912,Schools start banning #AI apps in bid to stop them #helping with #children's #homework https://t.co/452ROdiBSD,2023-02-26 20:51:19+00:00
97,1632153359372222464,"For those of you doing SEO tests and experiments with ChatGPT and other AI tools and have case studies or data you’d like to share, feel free to DM me.   I may want to use it in upcoming presentations (with attribution of course). Can keep the site anonymous too 🙏🏽  Thanks!",2023-03-04 22:57:39+00:00
